location_id,location,lng,lat,centreline_type,centreline_id,px,latest_count_id,latest_count_date
5446,# 5775 YONGE ST AT YONGE ST,-79.4165,43.78343,2,13445666,,9116,########
5447,NEWTON DR AT PLEASANT AVE & YONGE ST,-79.4188,43.79296,2,13444488,,5620,########
5448,CHETTA PL AT DIXON RD & WINCOTT DR (PX 985),-79.5522,43.6958,2,13459282,985,34829,########
5450,DIXON RD AT GOLFWOOD HTS (PX 1354),-79.5399,43.69857,2,13458710,1354,29611,########
5451,CARLTON ST AT CHURCH ST (PX 23),-79.3794,43.66188,2,13464821,23,40333,########
5452,CHURCH ST AT WELLESLEY ST (PX 24),-79.381,43.66572,2,13464212,24,40329,########
5453,MOUNT PLEASANT RD AT ST CLAIR AVE (PX 134),-79.3833,43.69037,2,13459852,134,35219,########
5454,MERTON ST AT MOUNT PLEASANT RD (PX 136),-79.3865,43.69817,2,13458404,136,35201,########
5455,MOUNT PLEASANT RD AT SHERWOOD AVE (PX 1626),-79.3927,43.71498,2,13455731,1626,29627,########
5456,SHERBOURNE ST AT SHUTER ST (PX 319),-79.3701,43.65616,2,13465715,319,37443,########
5457,CARLTON ST AT SHERBOURNE ST (PX 260),-79.3731,43.66319,2,13464607,260,35351,########
5458,SHERBOURNE ST AT WELLESLEY ST (PX 261),-79.3747,43.66709,2,13463953,261,29205,9/4/2012
5460,BIRKDALE RD AT ELLESMERE RD (PX 1758),-79.2665,43.76894,2,13447325,1758,33449,4/5/2016
5461,CORPORATE DR AT RAMP HIGHWAY 401 E/B (PX 1502),-79.2534,43.77924,2,13445903,1502,33207,3/9/2016
5462,EVANS AVE AT THE WEST MALL (PX 735),-79.5587,43.60835,2,13470244,735,35435,########
5463,THE WEST MALL AT WEST MALL CRES (PX 1340),-79.5589,43.62716,2,13469504,1340,36305,########
5464,WENDELL AVE AT WILSON AVE (PX 1130),-79.5271,43.7168,2,13455730,1130,33599,4/7/2016
5465,PLEASANT HOME BLVD AT WILSON AVE,-79.4837,43.72628,2,13454244,,29751,4/8/2013
5466,BELGRAVE AVE AT TORONTO CRICKET CLUB & WILSON AVE (PX 1622),-79.4182,43.74063,2,13451886,1622,23497,2/3/2009
5467,BAYVIEW AVE AT HIGHWAY 401 N TCS (PX 647),-79.3875,43.76452,2,13448236,647,39359,########
5468,BAYVIEW AVE AT HIGHWAY 401 S TCS (PX 646),-79.3868,43.76184,2,13448602,646,39361,########
5469,BAYVIEW AVE AT MCRAE DR & MERTON ST (PX 170),-79.3734,43.70094,2,13457987,170,38433,########
5470,BAYVIEW AVE AT SUNNYDENE CR,-79.3787,43.71972,2,13454957,,22791,########
5471,# 2130 BAYVIEW AT VAUGHAN EST & 70M S OF VALLEYANNA DR (PX 1650),-79.3795,43.72371,2,20235610,1650,40957,########
5472,# 2395 BAYVIEW AVE AT GRANITE CLUB & BOB RUMBLE CENTRE (PX 189),-79.3814,43.73408,1,443573,1766,27327,########
5473,BAYVIEW AVE AT POTTERY RD (PX 1379),-79.3636,43.68792,2,13460241,1379,36817,########
5474,BAYVIEW AVE AT FIFE RD & FIFESHIRE S RD (PX 645),-79.3855,43.75482,2,13449593,645,37901,########
5475,BAYVIEW AVE AT CITATION DR & EMPRESS AVE (PX 649),-79.3898,43.77433,2,13446795,649,35995,########
5476,BAYVIEW AVE AT GARNIER CRT & NEWTON DR (PX 872),-79.3952,43.79915,2,13443696,872,36611,########
5477,BROWNS LINE AT EVANS AVE & HIGHWAY 427 W TCS (PX 866),-79.5491,43.61061,2,13470179,866,36907,########
5478,CORONATION DR AT MORNINGSIDE AVE (PX 1184),-79.1836,43.76191,2,13448171,1184,31803,########
5480,EVANS AVE AT THE EAST MALL (PX 892),-79.5438,43.61183,2,13470147,892,30127,########
5481,NORTH QUEEN ST AT THE EAST MALL (PX 1056),-79.5494,43.62048,2,13469836,1056,39017,########
5482,EAST MALL CRES AT THE EAST MALL (PX 904),-79.5523,43.63144,2,13469262,904,38037,########
5483,BROADVIEW AVE AT MORTIMER AVE & POTTERY RD (PX 440),-79.3569,43.68393,2,13460964,440,40509,########
5484,BROADVIEW AVE AT COSBURN AVE (PX 441),-79.3553,43.68855,2,13460112,441,29631,########
5485,MARTIN GROVE RD AT PORTERFIELD RD (PX 1886),-79.585,43.72218,2,13454996,1886,33681,5/3/2016
5486,EASTERN AVE AT LOGAN AVE (PX 818),-79.3414,43.65788,2,13465362,818,32745,########
5487,ESANDAR DR AT LAIRD DR (PX 2324),-79.3615,43.70527,2,13457222,2324,29839,5/2/2013
5488,GERRARD ST AT PAPE AVE (PX 371),-79.3404,43.66817,2,13463705,371,36451,1/2/2018
5489,JONES AVE AT QUEEN ST (PX 546),-79.3328,43.66267,2,13464597,546,38173,########
5490,GERRARD ST AT JONES AVE (PX 370),-79.3356,43.66925,2,13463478,370,25187,########
5491,SHEPPARD AVE E AT FAIRVIEW MALL DR (PX 746),-79.3412,43.77621,2,13446468,746,39371,########
5492,SHEPPARD AVE E AT HWY 404 N & YORKLAND RD (PX 747),-79.3378,43.77583,2,13446509,747,39369,########
5493,MIDLAND AVE AT SHEPPARD AVE (PX 862),-79.2786,43.78535,2,13445219,862,39541,########
5495,DORIS AVE AT SHEPPARD AVE (PX 1200),-79.4083,43.7621,2,13448605,1200,29827,########
5496,BESSARION RD AT BURBANK DR & SHEPPARD AVE (PX 743),-79.3766,43.7692,2,13447531,743,39457,########
5497,BUCHAN CT AT SHEPPARD AVE (PX 1517),-79.3587,43.77257,2,13446985,1517,30777,########
5498,HAWKSBURY DR AT REAN DR & SHEPPARD AVE (PX 742),-79.3831,43.7678,2,13447758,742,38789,5/9/2019
5499,BRYANT ST AT SHEPPARD AVE & YEOMANS RD (PX 2243),-79.4435,43.7545,2,13449763,2243,39719,########
5500,BEECROFT RD AT SHEPPARD AVE (PX 1169),-79.4132,43.76103,2,13448755,1169,36601,########
5501,KIPLING AVE AT LAKE SHORE BLVD (PX 237),-79.5169,43.5982,2,13470536,237,38949,########
5502,EVANS AVE AT KIPLING AVE (PX 765),-79.5246,43.61587,2,13470006,765,36831,3/3/2018
5503,KIPLING AVE AT NORTH QUEEN ST (PX 724),-79.5286,43.62521,2,13469594,724,38933,########
5504,DIXON RD AT KIPLING AVE (PX 435),-79.5586,43.69425,2,13459576,435,38667,########
5505,KIPLING AVE AT SNARESBROOK DR (PX 2139),-79.5715,43.7217,2,13455043,2139,32423,########
5506,FINCH AVE AT KIPLING AVE (PX 1570),-79.5821,43.74326,2,13451819,1570,32395,########
5507,KIPLING AVE AT STEELES AVE (PX 1256),-79.5899,43.75961,2,13449294,1256,32467,########
5508,EASTERN AVE AT LESLIE ST (PX 302),-79.3295,43.66154,2,13464758,302,33949,########
5509,KIRKWOOD RD AT LESLIE ST,-79.3608,43.75644,2,13449313,,25317,2/2/2010
5510,BALLYRONAN RD AT LESLIE ST & LONGWOOD DR,-79.3592,43.7495,2,13450365,,32673,########
5511,CUMMER AVE AT LESLIE ST & MCNICOLL AVE (PX 952),-79.3707,43.8013,2,13443403,952,34755,########
5512,ELLESMERE RD AT MEADOWVALE RD (PX 1687),-79.1636,43.79249,2,13444084,1687,33261,########
5513,FAIRVIEW MALL DR AT HIGHWAY 404 & DVP S/B RAMP (PX 1515),-79.3416,43.77871,2,13446145,1515,38785,5/9/2019
5514,FAIRVIEW MALL DR AT FAIRVIEW MALL DR EXT & SUNLIFE BLDG (PX 1514),-79.3426,43.77973,2,13446011,1514,25965,6/7/2010
5515,AU LARGE BLVD AT DON MILLS RD (PX 1782),-79.3552,43.79644,2,13443957,1782,26859,########
5516,DON MILLS RD AT GATEWAY BLVD S & OVERLEA BLVD (PX 620),-79.3344,43.71,2,13456414,620,39597,########
5517,DON MILLS RD AT MOATFIELD DR (PX 1353),-79.3472,43.75862,2,13448975,1353,26093,########
5518,DON MILLS RD AT CLOCK TOWER RD - SHOPS AT DON MILLS (PX 1643),-79.3427,43.73443,2,20234111,1643,24715,########
5519,DON MILLS RD AT THE DONWAY SOUTH (PX 625),-79.3421,43.73222,2,13453034,625,38733,########
5520,DON MILLS RD AT THE DONWAY NORTH (PX 624),-79.3445,43.74084,2,13451688,624,38731,########
5521,EASTERN AVE AT KNOX AVE (PX 1265),-79.3253,43.66252,2,13464606,1265,33705,########
5522,GREENWOOD AVE AT QUEEN ST (PX 1393),-79.3253,43.6644,2,13464286,1393,38171,########
5523,COSBURN AVE AT GREENWOOD AVE (PX 667),-79.3378,43.69203,2,13459436,667,39139,########
5524,COXWELL AVE AT SAMMON AVE (PX 657),-79.3259,43.68878,2,13459980,657,33829,5/5/2016
5525,ELMHURST DR AT ISLINGTON AVE (PX 716),-79.5589,43.72311,2,13454806,716,31165,########
5526,BIRMINGHAM ST AT ISLINGTON AVE (PX 1312),-79.5063,43.60327,2,13470367,1312,30989,6/7/2014
5527,EVANS AVE AT ISLINGTON AVE (PX 775),-79.5113,43.61839,2,13469914,775,36835,3/6/2018
5528,ISLINGTON AVE AT JUTLAND RD (PX 908),-79.517,43.62894,2,13469379,908,30441,########
5529,ISLINGTON AVE AT TITAN RD (PX 1885),-79.5178,43.63088,2,13469267,1885,31143,5/3/2014
5530,ISLINGTON AVE AT RATHBURN RD (PX 707),-79.5312,43.66241,2,13465055,707,31145,########
5531,EGLINTON AVE AT ISLINGTON AVE (PX 709),-79.539,43.67984,2,13462163,709,31183,########
5532,ALLENBY AVE AT HIGHWAY 401 N TCS & ISLINGTON AVE (PX 713),-79.5534,43.71141,2,13456687,713,31205,########
5533,BERGAMOT AVE AT ISLINGTON AVE (PX 715),-79.556,43.71695,2,13455765,715,31033,########
5534,FINCH AVE AT SKYMARK DR (PX 1454),-79.3523,43.79316,2,13444344,1454,26775,########
5535,FINCH AVE AT PHARMACY AVE (PX 1092),-79.326,43.79433,2,13444158,1092,34847,########
5536,# 3521 FINCH AVE AT ST AIDENS SCHOOL,-79.2957,43.79221,2,13444365,,5751,########
5537,ADIRONDACK GT AT FINCH AVE & WAYSIDE AVE (PX 1598),-79.2996,43.80052,2,13443377,1598,35309,########
5538,FINCH AVE AT MILLIKEN BLVD (PX 1566),-79.2943,43.80181,2,13443239,1566,35305,########
5539,# 4150 FINCH AVE AT FINCH AVE,-79.2916,43.80247,2,13443173,,5756,########
5540,FINCH AVE AT TAPSCOTT RD (PX 1258),-79.2371,43.81422,2,13442174,1258,35307,########
5541,FINCH AVE AT NEILSON RD (PX 1587),-79.2276,43.81627,2,13442074,1587,34849,########
5542,OLD FINCH AVE AT ROUGE RIVER BRIDGE (PX 2519),-79.1966,43.82531,1,30019596,2519,37621,########
5543,BRAHMS AVE AT FINCH AVE & LINUS RD (PX 1059),-79.3581,43.79196,2,13444508,1059,26279,########
5544,BRIDLETOWNE CIR W TCS AT FINCH AVE (PX 1186),-79.3193,43.79585,2,13443970,1186,35299,########
5545,FINCH AVE AT GORDON BAKER RD & HIGHWAY 404 E TCS (PX 1181),-79.3413,43.79515,2,13444088,1181,36377,########
5546,FAIRVIEW MALL DR AT GODSTONE RD (PX 1228),-79.3457,43.77963,2,13446033,1228,25641,########
5547,FINCH AVE AT HIGHWAY 27 (PX 1163),-79.6031,43.73417,2,13453246,1163,37099,4/3/2018
5548,ARDWICK W BLVD AT FINCH AVE & PEARLDALE AVE (PX 1223),-79.5624,43.74777,2,13451044,1223,26631,########
5549,ARROW RD & SIGNET DR AT FINCH AVE W (PX 810),-79.5363,43.75329,2,13450142,810,40947,########
5550,ELANA DR AT FINCH AVE & YORK GATE BLVD (PX 1590),-79.5207,43.75673,2,13449584,1590,34325,########
5551,FINCH AVE AT TOBERMORY DR (PX 1002),-79.5079,43.75928,2,13449201,1002,29635,########
5552,ALEXDON RD AT FINCH AVE,-79.4855,43.76469,2,13448395,,34111,7/6/2016
5553,FINCH AVE AT TANGIERS RD (PX 1616),-79.4883,43.76409,2,13448492,1616,33137,########
5554,CHESSWOOD DR AT FINCH AVE (PX 1253),-79.4775,43.76649,2,13448130,1253,30123,########
5555,FINCH AVE W AT GRANTBROOK ST,-79.4317,43.77619,2,13446625,,40929,########
5556,FINCH AVE AT WESTMORE DR (PX 1459),-79.601,43.73463,2,13453185,1459,24925,########
5557,EVANS AVE AT ROYAL YORK RD (PX 1334),-79.5004,43.62101,2,13469783,1334,33823,5/9/2016
5558,LA ROSE AVE AT ROYAL YORK RD (PX 1439),-79.5274,43.68415,2,13461359,1439,38903,########
5559,PARK LAWN RD AT F G GARDINER EXPY N TCS (PX 1055),-79.4878,43.6271,2,13469460,1055,34379,########
5560,LUMSDEN AVE AT MAIN ST (PX 656),-79.3048,43.69483,2,13458804,656,40517,########
5561,DAWES RD AT PARK VISTA,-79.2971,43.69825,2,13458204,,33085,########
5562,CHAPMAN RD AT SCARLETT RD,-79.5143,43.68899,2,13460428,,35133,2/9/2017
5563,HIGHWAY 404 AT STEELES AVE (PX 1261),-79.3551,43.81248,2,14228218,1261,37787,########
5564,ASHCOTT ST AT FENTON RD & STEELES AVE (PX 1578),-79.2917,43.82725,2,13441706,1578,26749,########
5565,HILLCROFT DR AT STEELES AVE & STRAWBERRY HILLS DR (PX 1547),-79.2804,43.82984,2,13441658,1547,26751,########
5566,ESNA PARK DR AT PHARMACY AVE & STEELES AVE (PX 1190),-79.3365,43.81686,2,13442123,1190,36659,2/6/2018
5567,FIREBRACE RD AT IBM ACCESS RD & STEELES AVE (PX 1618,-79.3321,43.81788,2,13442071,1618,34593,########
5568,BIRCHMOUNT RD AT STEELES AVE (PX 1363),-79.3169,43.82139,2,13441903,1363,32559,########
5569,BESTVIEW DR AT STEELES AVE,-79.3834,43.80609,2,13442971,,35781,########
5570,KELVIN GROVE AVE AT PUTNAM GT & STEELES AVE (PX 1503),-79.3123,43.82247,2,13441856,1503,22497,########
5571,EDGAR WOODS RD AT STEELES AVE,-79.3628,43.81072,2,13442557,,34605,########
5572,STEELES AVE AT TOWNSEND RD (PX 1185),-79.3576,43.81192,2,13442457,1185,37785,########
5573,STEELES AVE AT WOODBINE AVE (PX 1262),-79.3486,43.81397,2,13442279,1262,35587,########
5574,ASPENWOOD DR AT STEELES AVE,-79.3678,43.8096,2,13442637,,23493,########
5575,GAUDAUR RD AT STEELES AVE,-79.5606,43.76742,2,14228141,,5806,########
5576,FUTURITY GT AT GERRY FITZGERALD DR & STEELES AVE (PX 1764),-79.4748,43.78618,2,14673438,1764,32409,########
5577,BLACK HAWKWAY AT NEW WESTMINSTER DR & STEELES AV (PX 1414),-79.4576,43.78985,2,13444956,1414,32405,########
5578,CONLEY ST AT HIDDEN TR & STEELES AVE (PX 1230),-79.4632,43.78865,2,13445128,1230,32417,########
5579,PETROLIA RD AT STEELES AVE & TANDEM RD (PX 1383),-79.4901,43.78257,2,13445906,1383,32437,########
5580,STEELES AVE AT THURMAN RD & TORRESDALE AVE (PX 1229),-79.453,43.79081,2,13444817,1229,28751,5/8/2012
5581,STEELES AVE AT WILLOWDALE AVE (PX 986),-79.4145,43.79925,2,13443721,986,38551,########
5582,BARMAC DR AT SCHOLES RD & STEELES AVE (PX 1542),-79.555,43.76857,2,13448007,1542,28773,########
5583,DON RDWY AT LAKE SHORE BLVD (PX 208),-79.347,43.65089,2,13466497,208,39609,########
5584,LAKE SHORE BLVD AT LOGAN AVE,-79.3397,43.65401,2,13466003,,4766,2/2/1994
5585,COLBORNE LODGE DR AT LAKE SHORE BLVD (PX 1456),-79.459,43.63797,2,13468529,1456,31559,########
5586,BLANTYRE AVE AT KINGSTON RD,-79.2814,43.68143,2,13461226,,37817,########
5587,COURCELETTE RD AT KINGSTON RD,-79.2803,43.68186,2,13461133,,18143,5/8/2006
5588,FALLINGBROOK RD AT KINGSTON RD (PX 157),-79.2792,43.68226,2,13461056,157,33809,########
5589,DIXON AVE AT DUNDAS ST & KINGSTON RD (PX 163),-79.3112,43.66997,2,13463293,163,35835,########
5590,EGLINTON AVE AT KINGSTON RD (PX 147),-79.2117,43.74372,2,13450880,147,31813,########
5591,CROMWELL RD AT GUILDWOOD PKWY & KINGSTON RD (PX 146),-79.206,43.74966,2,13449983,146,40897,########
5592,KINGSTON RD AT OVERTURE RD & PAYZAC AVE (PX 2191),-79.1976,43.75897,2,13448608,2191,24433,9/9/2009
5593,ELLESMERE RD AT KINGSTON RD (PX 1670),-79.1546,43.79358,2,13443928,1670,33263,########
5594,ELMER AVE AT KINGSTON RD (PX 1971),-79.3059,43.6757,2,13462329,1971,33817,########
5595,TORYORK DR AT WESTON RD (PX 393),-79.5427,43.75334,2,13450145,393,24053,6/8/2009
5596,MCCORMACK ST AT WESTON RD (PX 721),-79.4719,43.67723,2,13462466,721,32009,########
5597,ELSMERE AVE AT LITTLE AVE & WESTON RD (PX 582),-79.5194,43.70104,2,13458241,582,23645,########
5599,QUEENS PLATE DR E TCS AT REXDALE BLVD (PX 1668),-79.5926,43.71653,2,13455913,1668,33691,########
5600,DANFORTH RD AT GORDONRIDGE PL & WOLFE AVE (PX 988),-79.2526,43.72739,2,13453572,988,41109,########
5601,DANFORTH RD AT EGLINTON AVE (PX 379),-79.2462,43.7371,2,13452053,379,40849,########
5602,MEDONTE AVE AT TIAGO AVE& VICTORIA PARK AVE,-79.2977,43.71296,2,13455841,,17713,########
5603,ASHTONBEE RD AT PHARMACY AVE (PX 1295),-79.2986,43.72852,2,13453497,1295,29719,########
5604,ELM BANK RD AT PHARMACY AVE,-79.301,43.73446,2,13452605,,4835,########
5605,DANFORTH RD AT WARDEN AVE (PX 418),-79.2748,43.69718,2,13458308,418,32355,5/6/2015
5606,SHERWOOD AVE AT WARDEN AVE (PX 1657),-79.2935,43.74224,2,13451351,1657,32457,5/6/2015
5607,JEFFERSON AVE AT KING ST,-79.4223,43.63998,2,13468250,,36449,########
5608,THE EAST MALL AT THE QUEENSWAY (PX 911),-79.5463,43.61642,2,13469998,911,30419,9/4/2013
5609,KING STREET CRES AT KING ST & WESTON RD (PX 1694),-79.5207,43.70137,2,13458203,1694,28319,########
5610,JANE ST AT WESTON RD (PX 528),-79.5009,43.6913,2,13459968,528,37047,4/7/2018
5611,JANE ST AT 35M N OF MACDONALD AVE & MARSHLYNN AVE (PX 1675),-79.5043,43.70472,1,11752588,1675,30507,########
5612,CHURCH ST AT JANE ST & MAPLE LEAF DR (PX 530),-79.5056,43.70924,2,13456926,530,37059,4/3/2018
5613,HULLMAR DR AT JANE ST (PX 2401),-79.5214,43.77321,2,13447218,2401,37105,4/4/2018
5614,ANNETTE ST AT DUNDAS ST & DUPONT ST & OLD WESTON RD (PX 1549),-79.4588,43.66449,2,13464592,1549,32787,########
5616,DUNDAS ST AT SHAW ST (PX 1275),-79.4183,43.64982,2,13466833,1275,39129,########
5617,DUNDAS ST AT PALMERSTON BLVD,-79.4085,43.65179,2,13466492,,37463,########
5619,# 720 KENNEDY RD AT KENNEDY RD (PLAZA),-79.266,43.72762,2,13453566,,9804,########
5620,KENNEDY RD AT TROJAN GT (PX 1671),-79.2982,43.80388,2,13443052,1671,38137,########
5621,KENNEDY RD AT ST CLAIR AVE (PX 475),-79.2613,43.71652,2,13455179,475,35825,########
5622,ALBION RD AT SHENDALE DR (PX 2064),-79.5475,43.72255,2,13454866,2064,33939,########
5623,BONIS AVE AT CARDWELL AVE & KENNEDY RD (PX 1576),-79.2895,43.78576,2,13445197,1576,38145,########
5624,KENNEDY RD AT PASSMORE AVE & PURCELL BLVD (PX 1396),-79.3048,43.81845,2,13442033,1396,32481,########
5625,MORNINGSIDE AVE AT SOUTH KINGSWAY (PX 2334),-79.482,43.6441,2,13467842,2334,26385,########
5626,CAPSTAN GT AT SHALE GT & STEELES AVE (PX 1672),-79.4873,43.78322,2,13445817,1672,32415,########
5627,GERRARD ST AT MARJORY AVE (PX 1698),-79.3376,43.6688,2,13463573,1698,35903,########
5628,BLOOR ST AT PARK RD,-79.3842,43.6708,2,13463329,,35699,########
5630,BLOOR ST AT MANNING AVE (PX 1269),-79.416,43.66409,2,13464559,1269,36521,########
5631,BLOOR ST AT MARKLAND W TCS DR (PX 1114),-79.5798,43.62929,2,13469403,1114,38093,########
5632,BLOOR ST AT MARKLAND E TCS DR (PX 1016),-79.5708,43.63356,2,13469133,1016,38099,########
5633,BLOOR ST AT THE WEST MALL (PX 793),-79.5623,43.63563,2,13468898,793,38239,########
5634,BLOOR ST AT GREEN LANES (PX 1676),-79.5256,43.64419,2,13467896,1676,28813,########
5635,BYNG AVE AT DANFORTH AVE (PX 1664),-79.2801,43.69306,2,13459073,1664,32341,5/6/2015
5636,CHESTER AVE AT DANFORTH AVE (PX 342),-79.352,43.67756,2,13462109,342,32363,########
5637,DANFORTH AVE AT JONES AVE (PX 346),-79.3402,43.67987,2,13461657,346,40481,########
5638,DANFORTH AVE AT DONLANDS AVE (PX 347),-79.3373,43.68042,2,13461561,347,40485,########
5639,CAITHNESS AVE AT DANFORTH AVE,-79.3349,43.68095,2,13461457,,6525,########
5640,DANFORTH AVE AT MONARCH PARK AVE (PX 944),-79.3272,43.68259,2,13461126,944,32373,5/7/2015
5641,COXWELL AVE AT DANFORTH AVE (PX 349),-79.3236,43.68337,2,13460978,349,40493,########
5642,DANFORTH AVE AT WOODINGTON AVE (PX 1475),-79.3209,43.68394,2,13460873,1475,32345,5/7/2015
5643,DANFORTH AVE AT GLEBEMOUNT AVE (PX 350),-79.3177,43.68463,2,13460749,350,30765,########
5644,DANFORTH AVE AT MAIN ST (PX 353),-79.3018,43.68815,2,13460034,353,41181,########
5645,DANFORTH AVE AT DAWES RD (PX 354),-79.2968,43.6893,2,13459820,354,40505,########
5646,KEELE ST AT MILFORD AVE (PX 1673),-79.4771,43.70456,2,13457627,1673,33723,########
5647,MIDLAND AVE AT PRUDENTIAL DR (PX 1701),-79.2645,43.74969,2,13450111,1701,34945,########
5648,INDIAN VALLEY CR AT PARKSIDE DR (PX 1805),-79.4585,43.65114,2,13466722,1805,40729,3/3/2020
5649,COLLEGE ST AT DOVERCOURT RD (PX 830),-79.4264,43.6536,2,13466246,830,35177,########
5650,DOVERCOURT RD AT HEPBOURNE ST (PX 1929),-79.4286,43.65896,2,13465389,1929,25919,########
5651,CALEDONIA RD AT NORMAN AVE,-79.4558,43.67778,2,13462333,,27917,########
5652,CALEDONIA RD AT RAITHERM RD & HOME DEPOT (PX 1868),-79.4644,43.70192,2,13458026,1868,36825,3/8/2018
5653,ANNETTE ST AT EVELYN AVE (PX 1831),-79.4752,43.66112,2,13465149,1831,28247,1/9/2012
5654,ANNETTE ST AT INDIAN ROAD CRES,-79.4612,43.66377,2,13464684,,32957,########
5655,BRIMLEY RD AT DANFORTH RD (PX 378),-79.2474,43.73517,2,13452352,378,40653,########
5656,BRIMLEY RD AT CHILLERY AVE (PX 1704),-79.2499,43.74034,2,13451539,1704,40641,########
5658,BRIMLEY RD AT STEELES AVE E (PX 1491),-79.2872,43.82829,2,13441677,1491,32261,5/2/2015
5659,ST CLAIR AVE AT WESTBOURNE AVE (PX 1718),-79.2929,43.70938,2,13456415,1718,29553,########
5660,BIRCHMOUNT RD AT ST CLAIR AVE (PX 474),-79.2711,43.71416,2,13455585,474,35791,########
5661,ST CLAIR AVE AT WYCHWOOD AVE (PX 1653),-79.4235,43.68214,2,13461471,1653,36941,########
5662,LANSDOWNE AVE AT ST CLAIR AVE (PX 489),-79.4506,43.6763,2,13462582,489,36923,########
5663,EARLSCOURT AVE AT ST CLAIR AVE (PX 194),-79.4474,43.67701,2,13462446,194,36925,########
5664,ST CLAIR AVE AT WELLS HILL AVE (PX 1336),-79.4159,43.68363,2,13461167,1336,36949,########
5665,RUSSELL HILL RD AT ST CLAIR AVE (PX 478),-79.4079,43.68535,2,13460848,478,36959,########
5666,BLOOR ST W AT DUFFERIN ST (PX 325),-79.4354,43.65988,2,13465260,325,40981,########
5667,DUFFERIN ST AT PONTIAC BUICK PLAZA / YORKDALE MALL (PX 1137),-79.4573,43.72528,1,444365,1137,33289,########
5668,DUFFERIN ST AT RAMP HIGHWAY 401 E/B,-79.4571,43.72475,2,13454394,,4961,########
5670,DUFFERIN ST AT GLENCAIRN AVE (PX 613),-79.4532,43.70698,2,13457150,613,33623,########
5671,DUFFERIN ST AT BRIDGELAND AVE & YORKDALE RD (PX 616),-79.4577,43.72699,2,13454098,616,38911,########
5672,COLLEGE ST AT DUFFERIN ST (PX 605),-79.4326,43.65257,2,13466425,605,41143,########
5673,MCCOWAN RD AT NUGGET AVE (PX 1244),-79.2598,43.79206,2,13444313,1244,30701,########
5674,COMMANDER BLVD AT MCCOWAN RD (PX 1507),-79.2615,43.79612,2,13443810,1507,32317,########
5675,FINCH AVE AT MCCOWAN RD (PX 1176),-79.2665,43.80803,2,13442643,1176,32197,5/2/2015
5677,JOEL SWIRSKY BLVD AT WILSON HEIGHTS BLVD,-79.4539,43.74631,2,13451051,,38855,########
5678,W R ALLEN N/B OFF RAMP & YORKDALE RD (PX 1347),-79.4473,43.7258,2,13454242,1347,21835,########
5679,SIGNET DR AT STEELES AVE & WESTON RD (PX 1232),-79.5434,43.77092,2,13447608,1232,32429,########
5680,DAVISVILLE AVE AT PAILTON CRES PXO,-79.3909,43.69949,2,13458217,,4982,########
5681,DON VALLEY PKWY E TCS AT EGLINTON AVE (PX 1106),-79.3285,43.72357,2,13454313,1106,28893,########
5682,EGLINTON AVE AT SINNOTT RD (PX 457),-79.2807,43.72936,2,13453302,457,28663,########
5683,EGLINTON AVE AT EGLINTON SQ (PX 450),-79.3005,43.72497,2,13454071,450,25767,5/3/2010
5684,EGLINTON AVE AT HOLLY ST,-79.3968,43.70706,2,13457029,,4991,########
5685,EGLINTON AVE AT ENNERDALE RD (PX 106),-79.4535,43.69498,2,13459187,106,28549,########
5686,DUPLEX AVE AT EGLINTON AVE (PX 94),-79.4003,43.70635,2,13457135,94,29393,########
5687,APT DRWY AT EGLINTON AVE ( W OF SCARLETT RD),-79.5179,43.68343,2,13461466,,4995,4/6/1994
5688,BATHURST ST AT SCADDING PXO CT,-79.4057,43.65139,2,14018243,,4997,########
5689,BATHURST ST AT BURTON RD & STRATHEARN RD (PX 308),-79.4219,43.69194,2,13459690,308,31939,4/1/2015
5690,BATHURST ST AT INVERMAY AVE (PX 670),-79.435,43.7415,2,13451793,670,32109,4/7/2015
5691,BATHURST ST AT LAURELCREST AVE & RAEBURN AVE (PX 1129),-79.4358,43.74426,2,13451358,1129,31887,########
5692,MARKHAM RD AT MCLEVIN AVE & NUGGET AVE (PX 1239),-79.241,43.79855,2,13443499,1239,39421,########
5693,COUGAR CRT AT LUELLA ST & MARKHAM RD (PX 990),-79.2197,43.74507,2,13450683,990,31013,4/8/2014
5694,GERVAIS DR AT WYNFORD DR (PX 1343),-79.3365,43.72348,2,13454346,1343,28105,########
5695,GORMLEY AVE AT ORIOLE PKWY (PX 114),-79.4019,43.69373,2,13459295,114,33721,########
5696,COLLEGE VIEW AVE AT ORIOLE PKWY,-79.4051,43.70233,2,13457833,,37365,########
5697,BREMNER BLVD AT SPADINA AVE AND FORT YORK BLVD (PX 1579),-79.393,43.64056,2,13468134,1579,38597,########
5698,AVENUE RD AT 30M N OF ELGIN AVE & HAZELTON LANES (PX 107),-79.3956,43.67214,1,7979671,107,34677,########
5699,AVENUE RD AT GLENGROVE AVE (PX 118),-79.4135,43.71694,2,13455466,118,35671,4/6/2017
5700,UNIVERSITY AVE AT WELLINGTON ST (PX 76),-79.3841,43.64638,2,13467345,76,39357,########
5701,KING ST AT UNIVERSITY AVE (PX 77),-79.3848,43.64766,2,13467123,77,39375,########
5702,ELM ST AT UNIVERSITY AVE (PX 82),-79.389,43.65635,2,13465733,82,38233,########
5703,RICHMOND ST AT UNIVERSITY AVE (PX 79),-79.3863,43.65009,2,13466730,79,39419,########
